serial,name,outlet_name,address_1,address_2,city,state,zip,pin,modes,interval,txpower,ibeacon,eddystoneuid,eddystoneurl
000115,4358960,VG PLAZA SUITES HOTEL THE,3100 LAKESIDE DR,I/S PLAZA SUITES BR,SANTA CLARA,CA,950542804,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000073BE,E7F82FC8513BE02469B6AE000000000073,E7017261646975736E6574776F726B7307
000116,2924910,UHAUL,1575 BAYSHORE BLVD,I/S WAITING RM MULT,SAN FRANCISCO,CA,941243111,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000074BE,E7F82FC8513BE02469B6AE000000000074,E7017261646975736E6574776F726B7307
000117,4240908,STANFORD COURT HOTEL,905  CALIFORNIA ST,I/S FRNT MULTI,SAN FRANCISCO,CA,941082289,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000075BE,E7F82FC8513BE02469B6AE000000000075,E7017261646975736E6574776F726B7307
000118,2984515,WEST FIELD MALL,865  MARKET ST,C LEVEL PACSUN STOR,SAN FRANCISCO,CA,941031900,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000076BE,E7F82FC8513BE02469B6AE000000000076,E7017261646975736E6574776F726B7307
000119,3929722,BUDGET INN,16500FOOTHILL BLVD,I/S 2ND FL 20Z,SAN LEANDRO,CA,945781509,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000077BE,E7F82FC8513BE02469B6AE000000000077,E7017261646975736E6574776F726B7307
000120,8980083,HOLIDAY 0323 INN FS BOI,1300 COLUMBUS AVE,3RD FLR VEND AREA,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000078BE,E7F82FC8513BE02469B6AE000000000078,E7017261646975736E6574776F726B7307
000121,4103353,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,GAME GALLERY 2 STL,SANTA CLARA,CA,950541201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000079BE,E7F82FC8513BE02469B6AE000000000079,E7017261646975736E6574776F726B7307
000122,1452592,VILLAGES PRO SHOP,5000 CRIBARI LN,PRO SHOP,SAN JOSE,CA,951351309,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000007ABE,E7F82FC8513BE02469B6AE00000000007a,E7017261646975736E6574776F726B7307
000123,3957214,GREAT MALL BOI OS ENTR4,447  GREAT MALL DR,O/S ENTRANCE 4 20Z,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000007BBE,E7F82FC8513BE02469B6AE00000000007b,E7017261646975736E6574776F726B7307
000124,1359011,VG BAY STREET APTS,5684 BAY ST,4TH FL NEXT TO BATH,EMERYVILLE,CA,946082451,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000007CBE,E7F82FC8513BE02469B6AE00000000007c,E7017261646975736E6574776F726B7307
000125,1342814,COVA HOTEL,655  ELLIS ST,7TH FL COVA HOTEL,SAN FRANCISCO,CA,941098027,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000007DBE,E7F82FC8513BE02469B6AE00000000007d,E7017261646975736E6574776F726B7307
000126,1887989,VEOLIA TRANSPORTATION,1750 BROADWAY,EMPLOYEE LOUNGE RV6,OAKLAND,CA,946122106,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000007EBE,E7F82FC8513BE02469B6AE00000000007e,E7017261646975736E6574776F726B7307
000127,8541816,UNIV OF SAN FRANCISCO,2130 FULTON ST,HAYES HEALY STL,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000007FBE,E7F82FC8513BE02469B6AE00000000007f,E7017261646975736E6574776F726B7307
000128,9976179,HOLIDAY INN EXPRESS,66   AIRPORT ACCESS RD,FS BOI 1 FL/COKE BT,OAKLAND,CA,946031078,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000080BE,E7F82FC8513BE02469B6AE000000000080,E7017261646975736E6574776F726B7307
000129,9671011,GOLDEN GATE FERRY FS BOI,1    FERRY PLZ,BOI OUTSIDE NEXT TO,SAN FRANCISCO,CA,941114212,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000081BE,E7F82FC8513BE02469B6AE000000000081,E7017261646975736E6574776F726B7307
000130,8064286,GOOD NITE INN,4135 CUSHING PKWY,FS DOI LOBBY COKE,FREMONT,CA,945386464,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000082BE,E7F82FC8513BE02469B6AE000000000082,E7017261646975736E6574776F726B7307
000131,1141280,UNIV OF SAN FRANCISCO,2130 FULTON ST,LOYALA VILLAGE BLDG,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000083BE,E7F82FC8513BE02469B6AE000000000083,E7017261646975736E6574776F726B7307
000132,3859381,PALO ALTO TRAVELODGE FS BOI,3255 EL CAMINO REAL,BOI OUTSIDE,PALO ALTO,CA,943062210,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000084BE,E7F82FC8513BE02469B6AE000000000084,E7017261646975736E6574776F726B7307
000133,4837969,LIVERMORE VALLEY PREMIUM,2774 PARAGON OUTLETS DR,RESTROOM BESIDE GOD,LIVERMORE,CA,945514204,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000085BE,E7F82FC8513BE02469B6AE000000000085,E7017261646975736E6574776F726B7307
000134,3696687,LA QUINTA INN AND SUITES,1390 EL CAMINO REAL,I/S 3RD FL 12Z,MILLBRAE,CA,940301411,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000086BE,E7F82FC8513BE02469B6AE000000000086,E7017261646975736E6574776F726B7307
000135,4870386,LIVERMORE VALLEY PREMIUM,2774 LIVERMORE OUTLETS DR,I/S NEAR MICHAEL KO,LIVERMORE,CA,945514204,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000087BE,E7F82FC8513BE02469B6AE000000000087,E7017261646975736E6574776F726B7307
000136,2471929,THE DYLAN,110  S EL CAMINO REAL,BOI OUTSIDE/OFFICE,MILLBRAE,CA,940303121,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000088BE,E7F82FC8513BE02469B6AE000000000088,E7017261646975736E6574776F726B7307
000137,5984992,UNIV OF SAN FRANCISCO,2130 FULTON ST,KENDRICK HALL CSD,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000089BE,E7F82FC8513BE02469B6AE000000000089,E7017261646975736E6574776F726B7307
000138,1647357,SUMMER HOUSE FS,433  BUENA VISTA AVE,BLDG 525 1ST FLOOR,ALAMEDA,CA,945011956,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008ABE,E7F82FC8513BE02469B6AE00000000008a,E7017261646975736E6574776F726B7307
000139,3918096,WESTGATE MALL,1600 SARATOGA AVE,FS BOI I/S ANY MOUN,SAN JOSE,CA,951295101,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008BBE,E7F82FC8513BE02469B6AE00000000008b,E7017261646975736E6574776F726B7307
000140,3929769,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 506 SAN FILIPP,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008CBE,E7F82FC8513BE02469B6AE00000000008c,E7017261646975736E6574776F726B7307
000141,2871359,HEARTLAND HOTEL FS COI,909  GEARY ST,COI CONFERENCE ROOM,SAN FRANCISCO,CA,941099056,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008DBE,E7F82FC8513BE02469B6AE00000000008d,E7017261646975736E6574776F726B7307
000142,3899955,SANTANA ROW PARK 1CB,355  SANTANA ROW,CRATE N BARREL,SAN JOSE,CA,951282049,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008EBE,E7F82FC8513BE02469B6AE00000000008e,E7017261646975736E6574776F726B7307
000143,4442078,PIER 39 GARAGE FS BOI,     PIER 39,BOI 3RD FLOOR GARAG,SAN FRANCISCO,CA,941331007,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008FBE,E7F82FC8513BE02469B6AE00000000008f,E7017261646975736E6574776F726B7307
000144,9671016,GOLDEN GATE FERRY FS BOI,1    FERRY PLZ,BOI OUTSIDE,SAN FRANCISCO,CA,941114212,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000090BE,E7F82FC8513BE02469B6AE000000000090,E7017261646975736E6574776F726B7307
000145,9621071,VG LA QUINTA INN,20   AIPORT BLVD,659 1 FL FRNT BLDG,SOUTH SAN FRANCIS,CA,94080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000091BE,E7F82FC8513BE02469B6AE000000000091,E7017261646975736E6574776F726B7307
000146,3929762,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 1260 VILLAS CA,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000092BE,E7F82FC8513BE02469B6AE000000000092,E7017261646975736E6574776F726B7307
000147,4096810,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,EE FMC BREAKROOM 1,SANTA CLARA,CA,950541201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000093BE,E7F82FC8513BE02469B6AE000000000093,E7017261646975736E6574776F726B7307
000148,3929756,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 211 DALY CTR,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000094BE,E7F82FC8513BE02469B6AE000000000094,E7017261646975736E6574776F726B7307
000149,4096811,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,EE FMC BREAKROOM 2,SANTA CLARA,CA,950541201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000095BE,E7F82FC8513BE02469B6AE000000000095,E7017261646975736E6574776F726B7307
000150,3918097,WESTGATE MALL,1600 SARATOGA AVE,FS BOI I/S BY ROSS,SAN JOSE,CA,951295101,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000096BE,E7F82FC8513BE02469B6AE000000000096,E7017261646975736E6574776F726B7307
000151,6091724,SAN LEANDRO RACQUET CL FS,2600 SAN LEANDRO BLVD,,SAN LEANDRO,CA,945785066,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000097BE,E7F82FC8513BE02469B6AE000000000097,E7017261646975736E6574776F726B7307
000152,4103370,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,GAME GALLERY 1 CSD,SANTA CLARA,CA,950541201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000098BE,E7F82FC8513BE02469B6AE000000000098,E7017261646975736E6574776F726B7307
000153,8854903,UNIV OF SAN FRANCISCO,2130 FULTON ST,HAYES HEALY CSD,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000099BE,E7F82FC8513BE02469B6AE000000000099,E7017261646975736E6574776F726B7307
000154,4096812,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,EE FMC BREAKROOM 3,SANTA CLARA,CA,950541201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009ABE,E7F82FC8513BE02469B6AE00000000009a,E7017261646975736E6574776F726B7307
000155,1054242,SHRI JAI RANCCHODRAI FS BOI,3550 EL CAMINO REAL,IN GAME ROOM,SANTA CLARA,CA,950512136,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009BBE,E7F82FC8513BE02469B6AE00000000009b,E7017261646975736E6574776F726B7307
000156,1647160,SHERATON HOTEL FISHERMAN WHARF,2500 MASON ST,2ND FLOOR MIDDLE,SAN FRANCISCO,CA,941331499,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009CBE,E7F82FC8513BE02469B6AE00000000009c,E7017261646975736E6574776F726B7307
000157,3929754,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 505 CAMPISI HA,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009DBE,E7F82FC8513BE02469B6AE00000000009d,E7017261646975736E6574776F726B7307
000158,2956088,CALIFORNIA WELCOME CENTER,B12  PIER 39,I/S FRNT OF OFC MUL,SAN FRANCISCO,CA,94133,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009EBE,E7F82FC8513BE02469B6AE00000000009e,E7017261646975736E6574776F726B7307
000159,8980081,HOLIDAY 0323 INN FS BOI,495  BEACH ST,2ND FLR VENDING ARE,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009FBE,E7F82FC8513BE02469B6AE00000000009f,E7017261646975736E6574776F726B7307
000160,8553943,UNIV OF SAN FRANCISCO,2130 FULTON ST,KORET CSD,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A0BE,E7F82FC8513BE02469B6AE0000000000a0,E7017261646975736E6574776F726B7307
000161,4641686,SAN ANTONIO PLACE,210  SAN ANTONIO CIR,I/S FRNT MULTI,MOUNTAIN VIEW,CA,940405307,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A1BE,E7F82FC8513BE02469B6AE0000000000a1,E7017261646975736E6574776F726B7307
000162,1647356,SUMMER HOUSE FS,433  BUENA VISTA AVE,BLDG 523 1ST FLOOR,ALAMEDA,CA,945011956,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A2BE,E7F82FC8513BE02469B6AE0000000000a2,E7017261646975736E6574776F726B7307
000163,9519806,UNIV OF SAN FRANCISCO,2130 FULTON ST,PHELAN HALL CSD,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A3BE,E7F82FC8513BE02469B6AE0000000000a3,E7017261646975736E6574776F726B7307
000164,3850612,WESTFIELD OAKRIDGE OS SECURITY,925  BLOSSOM HILL RD,O/S  SECURITY ENTR,SAN JOSE,CA,951231230,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A4BE,E7F82FC8513BE02469B6AE0000000000a4,E7017261646975736E6574776F726B7307
000165,2210663,CEDAR GLEN APTS FS BOI,2275 S BASCOM AVE,O/S OFC FS BOI 20Z,CAMPBELL,CA,950084353,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A5BE,E7F82FC8513BE02469B6AE0000000000a5,E7017261646975736E6574776F726B7307
000166,3075745,VG RODEWAY INN FS BOI,101  9TH ST,BOI OUTSIDE,SAN FRANCISCO,CA,941032602,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A6BE,E7F82FC8513BE02469B6AE0000000000a6,E7017261646975736E6574776F726B7307
000167,3534036,VG BALLENA VILLAGE,1375 BALLENA BLVD,I/S BLG 527 2ND FL,ALAMEDA,CA,945013606,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A7BE,E7F82FC8513BE02469B6AE0000000000a7,E7017261646975736E6574776F726B7307
000168,9621081,VG LA QUINTA INN,20   AIPORT BLVD,659 8 FL 1 FL BLDG,SOUTH SAN FRANCIS,CA,94080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A8BE,E7F82FC8513BE02469B6AE0000000000a8,E7017261646975736E6574776F726B7307
000169,8291413,CEDAR GLEN APTS COI,2275 S BASCOM AVE,NEAR OFFICE,CAMPBELL,CA,950084353,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A9BE,E7F82FC8513BE02469B6AE0000000000a9,E7017261646975736E6574776F726B7307
000170,3896152,SANTANA ROW GARAGE 1,355  SANTANA ROW,CRATE N BARREL,SAN JOSE,CA,951282049,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000AABE,E7F82FC8513BE02469B6AE0000000000aa,E7017261646975736E6574776F726B7307
000171,3800082,VG EDGEWATER,355  BERRY ST,I/S 20Z,SAN FRANCISCO,CA,941581567,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000ABBE,E7F82FC8513BE02469B6AE0000000000ab,E7017261646975736E6574776F726B7307
000172,3499118,SHERATON PLEASANTON,5990 STONERIDGE MALL RD,I/S EMP BRKRM 12Z,PLEASANTON,CA,945883229,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000ACBE,E7F82FC8513BE02469B6AE0000000000ac,E7017261646975736E6574776F726B7307
000173,3929778,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 307 SWIG HALL,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000ADBE,E7F82FC8513BE02469B6AE0000000000ad,E7017261646975736E6574776F726B7307
000174,3130934,GREAT MALL BOI OS ENTR4,447  GREAT MALL DR,O/S ENTRANCE 4,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000AEBE,E7F82FC8513BE02469B6AE0000000000ae,E7017261646975736E6574776F726B7307
000175,4572259,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 3RD FLOOR,SAN FRANCISCO,CA,941331312,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000AFBE,E7F82FC8513BE02469B6AE0000000000af,E7017261646975736E6574776F726B7307
000176,4672263,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A I/S NR MACYM,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B0BE,E7F82FC8513BE02469B6AE0000000000b0,E7017261646975736E6574776F726B7307
000177,4316378,IMPACT TRANSLOAD,2498 W 19TH ST,O/S BLDG 806 MULTI,OAKLAND,CA,946075030,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B1BE,E7F82FC8513BE02469B6AE0000000000b1,E7017261646975736E6574776F726B7307
000178,3963196,SANTA CLARA UNIVERSITY,500    EL CAMINO REAL,BLDG 501 GRAHAM HAL,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B2BE,E7F82FC8513BE02469B6AE0000000000b2,E7017261646975736E6574776F726B7307
000179,1107638,DAYS INN,895  GEARY,MOTEL 6,SAN FRANCISCO,CA,941097217,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B3BE,E7F82FC8513BE02469B6AE0000000000b3,E7017261646975736E6574776F726B7307
000180,3397330,VG ALMADEN APTS,1501 ALMADEN EXPY,#2 O/S OFC,SAN JOSE,CA,951251259,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B4BE,E7F82FC8513BE02469B6AE0000000000b4,E7017261646975736E6574776F726B7307
000181,3992015,VG CERANO,501  MURPHY RANCH RD,I/S FRNT MULTI,MILPITAS,CA,950357913,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B5BE,E7F82FC8513BE02469B6AE0000000000b5,E7017261646975736E6574776F726B7307
000182,4572258,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 4TH FLOOR,SAN FRANCISCO,CA,941331312,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B6BE,E7F82FC8513BE02469B6AE0000000000b6,E7017261646975736E6574776F726B7307
000183,9992627,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2 FL ELEVATO,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B7BE,E7F82FC8513BE02469B6AE0000000000b7,E7017261646975736E6574776F726B7307
000184,9992620,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2 FL ELEVATO,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B8BE,E7F82FC8513BE02469B6AE0000000000b8,E7017261646975736E6574776F726B7307
000185,4672264,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,I/S CTR MALL ENTRNC,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B9BE,E7F82FC8513BE02469B6AE0000000000b9,E7017261646975736E6574776F726B7307
000186,4572260,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 2ND FLOOR,SAN FRANCISCO,CA,941331312,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BABE,E7F82FC8513BE02469B6AE0000000000ba,E7017261646975736E6574776F726B7307
000187,1331531,SEAHORSE RANCH,1828 CABRILLO HWY,VENDING AREA,HALF MOON BAY,CA,940191412,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BBBE,E7F82FC8513BE02469B6AE0000000000bb,E7017261646975736E6574776F726B7307
000188,1849252,BEST WESTERN AMERICANIA HOTEL,121  7TH ST,LOBBY 2 20Z,SAN FRANCISCO,CA,941032835,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BCBE,E7F82FC8513BE02469B6AE0000000000bc,E7017261646975736E6574776F726B7307
000189,6158427,WESTFIELD SF CENTRE FS BOI,865  MARKET ST,BOI LOADING DOCK,SAN FRANCISCO,CA,941031900,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BDBE,E7F82FC8513BE02469B6AE0000000000bd,E7017261646975736E6574776F726B7307
000190,9535307,VG ALMADEN LAKE VLG APTS BOI,1045 COLEMAN RD,BOI LUNDRY RM #1,SAN JOSE,CA,951236734,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BEBE,E7F82FC8513BE02469B6AE0000000000be,E7017261646975736E6574776F726B7307
000191,3142209,REDWOOD INN FS BOI,1530 LOMBARD ST,BOI OUTSIDE,SAN FRANCISCO,CA,941233114,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BFBE,E7F82FC8513BE02469B6AE0000000000bf,E7017261646975736E6574776F726B7307
000192,8980078,HOLIDAY 0323 INNFISHERMAN WHAR,1300 COLUMBUS AVE,2ND FLOOR VEND AREA,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C0BE,E7F82FC8513BE02469B6AE0000000000c0,E7017261646975736E6574776F726B7307
000193,1171854,GREAT MALL GFV BBBEYOND,447  GREAT MALL DR,BED BATH BEYOND,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C1BE,E7F82FC8513BE02469B6AE0000000000c1,E7017261646975736E6574776F726B7307
000194,9976180,HOLIDAY INN EXPRESS,66   AIRPORT ACCESS RD,FS BOI 2 FL/COKE BT,OAKLAND,CA,946031078,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C2BE,E7F82FC8513BE02469B6AE0000000000c2,E7017261646975736E6574776F726B7307
000195,1675082,OCEANO HOTEL AND SPA,280  CAPISTRANO RD,1ST FL NEXT TO ICE,HALF MOON BAY,CA,940194043,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C3BE,E7F82FC8513BE02469B6AE0000000000c3,E7017261646975736E6574776F726B7307
000196,4585700,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 306 KENNEDY CO,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C4BE,E7F82FC8513BE02469B6AE0000000000c4,E7017261646975736E6574776F726B7307
000197,3792433,WESTFIELD METREON,101  4TH ST,I/S LOADING DOCKS M,SAN FRANCISCO,CA,941033003,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C5BE,E7F82FC8513BE02469B6AE0000000000c5,E7017261646975736E6574776F726B7307
000198,3929770,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 605 SOBRATO HA,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C6BE,E7F82FC8513BE02469B6AE0000000000c6,E7017261646975736E6574776F726B7307
000199,1286409,PLEASANTON GLEN APARTMENTS,3955 VINEYARD AVE,WORKOUT AREA,PLEASANTON,CA,945666768,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C7BE,E7F82FC8513BE02469B6AE0000000000c7,E7017261646975736E6574776F726B7307
000200,4305022,VG CALIFORNIA RIPPED FITNESS,1035 E CAPITOL EXPY,I/S LOBBY 20Z,SAN JOSE,CA,951212415,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C8BE,E7F82FC8513BE02469B6AE0000000000c8,E7017261646975736E6574776F726B7307
000201,4819899,GRACE BAPTIST,484  E SAN FERNANDO ST,FSV OS I/S GRACE BP,SAN JOSE,CA,951123598,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C9BE,E7F82FC8513BE02469B6AE0000000000c9,E7017261646975736E6574776F726B7307
000202,2768430,BROOK FUNITURE RENTAL FS COI,30985SANTANA ST,COI WAREHOUSE,HAYWARD,CA,945447029,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CABE,E7F82FC8513BE02469B6AE0000000000ca,E7017261646975736E6574776F726B7307
000203,3378748,SUNNYVALE TOWN CTR APT,201  W CALIFORNIA ST,I/S OFC MULTI,SUNNYVALE,CA,94086,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CBBE,E7F82FC8513BE02469B6AE0000000000cb,E7017261646975736E6574776F726B7307
000204,3792435,WESTFIELD METREON,101  4TH ST,I/S BASEMENT MULTI,SAN FRANCISCO,CA,941033003,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CCBE,E7F82FC8513BE02469B6AE0000000000cc,E7017261646975736E6574776F726B7307
000205,4808719,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2FL I/S NR M,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CDBE,E7F82FC8513BE02469B6AE0000000000cd,E7017261646975736E6574776F726B7307
000206,1647161,SHERATON HOTEL FISHERMAN WHARF,2500 MASON ST,3RD FLOOR MIDDLE,SAN FRANCISCO,CA,941331499,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CEBE,E7F82FC8513BE02469B6AE0000000000ce,E7017261646975736E6574776F726B7307
000207,3929775,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 604 FACILITIES,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CFBE,E7F82FC8513BE02469B6AE0000000000cf,E7017261646975736E6574776F726B7307
000208,2116167,HIGHLAND GARDEN APTS FS COI,234  ESCUELA AVE,COI OUTSIDE BY POOL,MOUNTAIN VIEW,CA,940401877,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D0BE,E7F82FC8513BE02469B6AE0000000000d0,E7017261646975736E6574776F726B7307
000209,7107335,UNIV OF SAN FRANCISCO,2130 FULTON ST,GILSON HALL CSD,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D1BE,E7F82FC8513BE02469B6AE0000000000d1,E7017261646975736E6574776F726B7307
000210,3799953,GRANADA INN,2515 EL CAMINO REAL,I/S FRNT 20Z,SANTA CLARA,CA,950513094,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D2BE,E7F82FC8513BE02469B6AE0000000000d2,E7017261646975736E6574776F726B7307
000211,1718268,UNIV OF SAN FRANCISCO,3120 FULTON ST,XAVIER,SAN FRANCISCO,CA,941183813,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D3BE,E7F82FC8513BE02469B6AE0000000000d3,E7017261646975736E6574776F726B7307
000212,1986293,LA QUINTA INN AND SUITES,6275 DUBLIN BLVD,I/S SECOND FL MULTI,DUBLIN,CA,945687573,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D4BE,E7F82FC8513BE02469B6AE0000000000d4,E7017261646975736E6574776F726B7307
000213,3785864,GRANADA INN,2515 EL CAMINO REAL,I/S LOBBY ENTRANCE,SANTA CLARA,CA,950513094,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D5BE,E7F82FC8513BE02469B6AE0000000000d5,E7017261646975736E6574776F726B7307
000214,6158428,WESTFIELD SF CENTRE FS DOI,865  MARKET ST,DOI LOADING DOCK,SAN FRANCISCO,CA,941031900,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D6BE,E7F82FC8513BE02469B6AE0000000000d6,E7017261646975736E6574776F726B7307
