route,outlet,outlet_name,address_1,address_2,city,state,zip,serial,name,pin,modes,interval,txpower,ibeacon,eddystoneuid,eddystoneurl
403,3929769,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 506 SAN FILIPP,SANTA CLARA,CA,950530001,140,3929769−000140,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008CBE,E7F82FC8513BE02469B6AE00000000008c,E7017261646975736E6574776F726B7307
401,2871359,HEARTLAND HOTEL FS COI,909  GEARY ST,COI CONFERENCE ROOM,SAN FRANCISCO,CA,941099056,141,2871359−000141,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008DBE,E7F82FC8513BE02469B6AE00000000008d,E7017261646975736E6574776F726B7307
401,3899955,SANTANA ROW PARK 1CB,355  SANTANA ROW,CRATE N BARREL,SAN JOSE,CA,951282049,142,3899955−000142,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008EBE,E7F82FC8513BE02469B6AE00000000008e,E7017261646975736E6574776F726B7307
401,4442078,PIER 39 GARAGE FS BOI,PIER 39,BOI 3RD FLOOR GARAG,SAN FRANCISCO,CA,941331007,143,4442078−000143,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000008FBE,E7F82FC8513BE02469B6AE00000000008f,E7017261646975736E6574776F726B7307
401,9671016,GOLDEN GATE FERRY FS BOI,1    FERRY PLZ,BOI OUTSIDE,SAN FRANCISCO,CA,941114212,144,9671016−000144,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000090BE,E7F82FC8513BE02469B6AE000000000090,E7017261646975736E6574776F726B7307
402,9621071,VG LA QUINTA INN,20   AIPORT BLVD,659 1 FL FRNT BLDG,SOUTH SAN FRANCIS,CA,94080,145,9621071−000145,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000091BE,E7F82FC8513BE02469B6AE000000000091,E7017261646975736E6574776F726B7307
403,3929762,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 1260 VILLAS CA,SANTA CLARA,CA,950530001,146,3929762−000146,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000092BE,E7F82FC8513BE02469B6AE000000000092,E7017261646975736E6574776F726B7307
404,4096810,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,EE FMC BREAKROOM 1,SANTA CLARA,CA,950541201,147,4096810−000147,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000093BE,E7F82FC8513BE02469B6AE000000000093,E7017261646975736E6574776F726B7307
403,3929756,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 211 DALY CTR,SANTA CLARA,CA,950530001,148,3929756−000148,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000094BE,E7F82FC8513BE02469B6AE000000000094,E7017261646975736E6574776F726B7307
404,4096811,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,EE FMC BREAKROOM 2,SANTA CLARA,CA,950541201,149,4096811−000149,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000095BE,E7F82FC8513BE02469B6AE000000000095,E7017261646975736E6574776F726B7307
401,3918097,WESTGATE MALL,1600 SARATOGA AVE,FS BOI I/S BY ROSS,SAN JOSE,CA,951295101,150,3918097−000150,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000096BE,E7F82FC8513BE02469B6AE000000000096,E7017261646975736E6574776F726B7307
405,6091724,SAN LEANDRO RACQUET CL FS,2600 SAN LEANDRO BLVD,,SAN LEANDRO,CA,945785066,151,6091724−000151,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000097BE,E7F82FC8513BE02469B6AE000000000097,E7017261646975736E6574776F726B7307
404,4103370,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,GAME GALLERY 1 CSD,SANTA CLARA,CA,950541201,152,4103370−000152,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000098BE,E7F82FC8513BE02469B6AE000000000098,E7017261646975736E6574776F726B7307
401,8854903,UNIV OF SAN FRANCISCO,2130 FULTON ST,HAYES HEALY CSD,SAN FRANCISCO,CA,941171080,153,8854903−000153,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000099BE,E7F82FC8513BE02469B6AE000000000099,E7017261646975736E6574776F726B7307
404,4096812,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,EE FMC BREAKROOM 3,SANTA CLARA,CA,950541201,154,4096812−000154,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009ABE,E7F82FC8513BE02469B6AE00000000009a,E7017261646975736E6574776F726B7307
401,1054242,SHRI JAI RANCCHODRAI FS BOI,3550 EL CAMINO REAL,IN GAME ROOM,SANTA CLARA,CA,950512136,155,1054242−000155,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009BBE,E7F82FC8513BE02469B6AE00000000009b,E7017261646975736E6574776F726B7307
401,1647160,SHERATON HOTEL FISHERMAN WHARF,2500 MASON ST,2ND FLOOR MIDDLE,SAN FRANCISCO,CA,941331499,156,1647160−000156,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009CBE,E7F82FC8513BE02469B6AE00000000009c,E7017261646975736E6574776F726B7307
403,3929754,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 505 CAMPISI HA,SANTA CLARA,CA,950530001,157,3929754−000157,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009DBE,E7F82FC8513BE02469B6AE00000000009d,E7017261646975736E6574776F726B7307
401,2956088,CALIFORNIA WELCOME CENTER,B12  PIER 39,I/S FRNT OF OFC MUL,SAN FRANCISCO,CA,94133,158,2956088−000158,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009EBE,E7F82FC8513BE02469B6AE00000000009e,E7017261646975736E6574776F726B7307
401,8980081,HOLIDAY 0323 INN FS BOI,495  BEACH ST,2ND FLR VENDING ARE,SAN FRANCISCO,CA,941331328,159,8980081−000159,34093409,5,100,14,F82FC8510000000000003BE02469B6AE0000009FBE,E7F82FC8513BE02469B6AE00000000009f,E7017261646975736E6574776F726B7307
401,8553943,UNIV OF SAN FRANCISCO,2130 FULTON ST,KORET CSD,SAN FRANCISCO,CA,941171080,160,8553943−000160,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A0BE,E7F82FC8513BE02469B6AE0000000000a0,E7017261646975736E6574776F726B7307
401,4641686,SAN ANTONIO PLACE,210  SAN ANTONIO CIR,I/S FRNT MULTI,MOUNTAIN VIEW,CA,940405307,161,4641686−000161,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A1BE,E7F82FC8513BE02469B6AE0000000000a1,E7017261646975736E6574776F726B7307
405,1647356,SUMMER HOUSE FS,433  BUENA VISTA AVE,BLDG 523 1ST FLOOR,ALAMEDA,CA,945011956,162,1647356−000162,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A2BE,E7F82FC8513BE02469B6AE0000000000a2,E7017261646975736E6574776F726B7307
401,9519806,UNIV OF SAN FRANCISCO,2130 FULTON ST,PHELAN HALL CSD,SAN FRANCISCO,CA,941171080,163,9519806−000163,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A3BE,E7F82FC8513BE02469B6AE0000000000a3,E7017261646975736E6574776F726B7307
403,3850612,WESTFIELD OAKRIDGE OS SECURITY,925  BLOSSOM HILL RD,O/S  SECURITY ENTR,SAN JOSE,CA,951231230,164,3850612−000164,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A4BE,E7F82FC8513BE02469B6AE0000000000a4,E7017261646975736E6574776F726B7307
403,2210663,CEDAR GLEN APTS FS BOI,2275 S BASCOM AVE,O/S OFC FS BOI 20Z,CAMPBELL,CA,950084353,165,2210663−000165,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A5BE,E7F82FC8513BE02469B6AE0000000000a5,E7017261646975736E6574776F726B7307
401,3075745,VG RODEWAY INN FS BOI,101  9TH ST,BOI OUTSIDE,SAN FRANCISCO,CA,941032602,166,3075745−000166,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A6BE,E7F82FC8513BE02469B6AE0000000000a6,E7017261646975736E6574776F726B7307
405,3534036,VG BALLENA VILLAGE,1375 BALLENA BLVD,I/S BLG 527 2ND FL,ALAMEDA,CA,945013606,167,3534036−000167,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A7BE,E7F82FC8513BE02469B6AE0000000000a7,E7017261646975736E6574776F726B7307
402,9621081,VG LA QUINTA INN,20   AIPORT BLVD,659 8 FL 1 FL BLDG,SOUTH SAN FRANCIS,CA,94080,168,9621081−000168,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A8BE,E7F82FC8513BE02469B6AE0000000000a8,E7017261646975736E6574776F726B7307
403,8291413,CEDAR GLEN APTS COI,2275 S BASCOM AVE,NEAR OFFICE,CAMPBELL,CA,950084353,169,8291413−000169,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000A9BE,E7F82FC8513BE02469B6AE0000000000a9,E7017261646975736E6574776F726B7307
401,3896152,SANTANA ROW GARAGE 1,355  SANTANA ROW,CRATE N BARREL,SAN JOSE,CA,951282049,170,3896152−000170,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000AABE,E7F82FC8513BE02469B6AE0000000000aa,E7017261646975736E6574776F726B7307
401,3800082,VG EDGEWATER,355  BERRY ST,I/S 20Z,SAN FRANCISCO,CA,941581567,171,3800082−000171,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000ABBE,E7F82FC8513BE02469B6AE0000000000ab,E7017261646975736E6574776F726B7307
410,3499118,SHERATON PLEASANTON,5990 STONERIDGE MALL RD,I/S EMP BRKRM 12Z,PLEASANTON,CA,945883229,172,3499118−000172,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000ACBE,E7F82FC8513BE02469B6AE0000000000ac,E7017261646975736E6574776F726B7307
403,3929778,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 307 SWIG HALL,SANTA CLARA,CA,950530001,173,3929778−000173,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000ADBE,E7F82FC8513BE02469B6AE0000000000ad,E7017261646975736E6574776F726B7307
402,3130934,GREAT MALL BOI OS ENTR4,447  GREAT MALL DR,O/S ENTRANCE 4,MILPITAS,CA,950358041,174,3130934−000174,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000AEBE,E7F82FC8513BE02469B6AE0000000000ae,E7017261646975736E6574776F726B7307
401,4572259,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 3RD FLOOR,SAN FRANCISCO,CA,941331312,175,4572259−000175,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000AFBE,E7F82FC8513BE02469B6AE0000000000af,E7017261646975736E6574776F726B7307
401,4672263,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A I/S NR MACYM,SANTA CLARA,CA,950506709,176,4672263−000176,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B0BE,E7F82FC8513BE02469B6AE0000000000b0,E7017261646975736E6574776F726B7307
405,4316378,IMPACT TRANSLOAD,2498 W 19TH ST,O/S BLDG 806 MULTI,OAKLAND,CA,946075030,177,4316378−000177,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B1BE,E7F82FC8513BE02469B6AE0000000000b1,E7017261646975736E6574776F726B7307
403,3963196,SANTA CLARA UNIVERSITY,500    EL CAMINO REAL,BLDG 501 GRAHAM HAL,SANTA CLARA,CA,950530001,178,3963196−000178,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B2BE,E7F82FC8513BE02469B6AE0000000000b2,E7017261646975736E6574776F726B7307
401,1107638,DAYS INN,895  GEARY,MOTEL 6,SAN FRANCISCO,CA,941097217,179,1107638−000179,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B3BE,E7F82FC8513BE02469B6AE0000000000b3,E7017261646975736E6574776F726B7307
403,3397330,VG ALMADEN APTS,1501 ALMADEN EXPY,#2 O/S OFC,SAN JOSE,CA,951251259,180,3397330−000180,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B4BE,E7F82FC8513BE02469B6AE0000000000b4,E7017261646975736E6574776F726B7307
402,3992015,VG CERANO,501  MURPHY RANCH RD,I/S FRNT MULTI,MILPITAS,CA,950357913,181,3992015−000181,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B5BE,E7F82FC8513BE02469B6AE0000000000b5,E7017261646975736E6574776F726B7307
401,4572258,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 4TH FLOOR,SAN FRANCISCO,CA,941331312,182,4572258−000182,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B6BE,E7F82FC8513BE02469B6AE0000000000b6,E7017261646975736E6574776F726B7307
401,9992627,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2 FL ELEVATO,SANTA CLARA,CA,950506709,183,9992627−000183,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B7BE,E7F82FC8513BE02469B6AE0000000000b7,E7017261646975736E6574776F726B7307
401,9992620,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2 FL ELEVATO,SANTA CLARA,CA,950506709,184,9992620−000184,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B8BE,E7F82FC8513BE02469B6AE0000000000b8,E7017261646975736E6574776F726B7307
401,4672264,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,I/S CTR MALL ENTRNC,SANTA CLARA,CA,950506709,185,4672264−000185,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B9BE,E7F82FC8513BE02469B6AE0000000000b9,E7017261646975736E6574776F726B7307
401,4572260,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 2ND FLOOR,SAN FRANCISCO,CA,941331312,186,4572260−000186,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BABE,E7F82FC8513BE02469B6AE0000000000ba,E7017261646975736E6574776F726B7307
402,1331531,SEAHORSE RANCH,1828 CABRILLO HWY,VENDING AREA,HALF MOON BAY,CA,940191412,187,1331531−000187,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BBBE,E7F82FC8513BE02469B6AE0000000000bb,E7017261646975736E6574776F726B7307
401,1849252,BEST WESTERN AMERICANIA HOTEL,121  7TH ST,LOBBY 2 20Z,SAN FRANCISCO,CA,941032835,188,1849252−000188,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BCBE,E7F82FC8513BE02469B6AE0000000000bc,E7017261646975736E6574776F726B7307
401,6158427,WESTFIELD SF CENTRE FS BOI,865  MARKET ST,BOI LOADING DOCK,SAN FRANCISCO,CA,941031900,189,6158427−000189,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BDBE,E7F82FC8513BE02469B6AE0000000000bd,E7017261646975736E6574776F726B7307
403,9535307,VG ALMADEN LAKE VLG APTS BOI,1045 COLEMAN RD,BOI LUNDRY RM #1,SAN JOSE,CA,951236734,190,9535307−000190,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BEBE,E7F82FC8513BE02469B6AE0000000000be,E7017261646975736E6574776F726B7307
401,3142209,REDWOOD INN FS BOI,1530 LOMBARD ST,BOI OUTSIDE,SAN FRANCISCO,CA,941233114,191,3142209−000191,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BFBE,E7F82FC8513BE02469B6AE0000000000bf,E7017261646975736E6574776F726B7307
401,8980078,HOLIDAY 0323 INNFISHERMAN WHAR,1300 COLUMBUS AVE,2ND FLOOR VEND AREA,SAN FRANCISCO,CA,941331328,192,8980078−000192,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C0BE,E7F82FC8513BE02469B6AE0000000000c0,E7017261646975736E6574776F726B7307
402,1171854,GREAT MALL GFV BBBEYOND,447  GREAT MALL DR,BED BATH BEYOND,MILPITAS,CA,950358041,193,1171854−000193,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C1BE,E7F82FC8513BE02469B6AE0000000000c1,E7017261646975736E6574776F726B7307
405,9976180,HOLIDAY INN EXPRESS,66   AIRPORT ACCESS RD,FS BOI 2 FL/COKE BT,OAKLAND,CA,946031078,194,9976180−000194,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C2BE,E7F82FC8513BE02469B6AE0000000000c2,E7017261646975736E6574776F726B7307
402,1675082,OCEANO HOTEL AND SPA,280  CAPISTRANO RD,1ST FL NEXT TO ICE,HALF MOON BAY,CA,940194043,195,1675082−000195,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C3BE,E7F82FC8513BE02469B6AE0000000000c3,E7017261646975736E6574776F726B7307
403,4585700,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 306 KENNEDY CO,SANTA CLARA,CA,950530001,196,4585700−000196,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C4BE,E7F82FC8513BE02469B6AE0000000000c4,E7017261646975736E6574776F726B7307
401,3792433,WESTFIELD METREON,101  4TH ST,I/S LOADING DOCKS M,SAN FRANCISCO,CA,941033003,197,3792433−000197,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C5BE,E7F82FC8513BE02469B6AE0000000000c5,E7017261646975736E6574776F726B7307
403,3929770,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 605 SOBRATO HA,SANTA CLARA,CA,950530001,198,3929770−000198,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C6BE,E7F82FC8513BE02469B6AE0000000000c6,E7017261646975736E6574776F726B7307
410,1286409,PLEASANTON GLEN APARTMENTS,3955 VINEYARD AVE,WORKOUT AREA,PLEASANTON,CA,945666768,199,1286409−000199,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C7BE,E7F82FC8513BE02469B6AE0000000000c7,E7017261646975736E6574776F726B7307
403,4305022,VG CALIFORNIA RIPPED FITNESS,1035 E CAPITOL EXPY,I/S LOBBY 20Z,SAN JOSE,CA,951212415,200,4305022−000200,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C8BE,E7F82FC8513BE02469B6AE0000000000c8,E7017261646975736E6574776F726B7307
403,4819899,GRACE BAPTIST,484  E SAN FERNANDO ST,FSV OS I/S GRACE BP,SAN JOSE,CA,951123598,201,4819899−000201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C9BE,E7F82FC8513BE02469B6AE0000000000c9,E7017261646975736E6574776F726B7307
402,2768430,BROOK FUNITURE RENTAL FS COI,30985SANTANA ST,COI WAREHOUSE,HAYWARD,CA,945447029,202,2768430−000202,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CABE,E7F82FC8513BE02469B6AE0000000000ca,E7017261646975736E6574776F726B7307
401,3378748,SUNNYVALE TOWN CTR APT,201  W CALIFORNIA ST,I/S OFC MULTI,SUNNYVALE,CA,94086,203,3378748−000203,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CBBE,E7F82FC8513BE02469B6AE0000000000cb,E7017261646975736E6574776F726B7307
401,3792435,WESTFIELD METREON,101  4TH ST,I/S BASEMENT MULTI,SAN FRANCISCO,CA,941033003,204,3792435−000204,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CCBE,E7F82FC8513BE02469B6AE0000000000cc,E7017261646975736E6574776F726B7307
401,4808719,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2FL I/S NR M,SANTA CLARA,CA,950506709,205,4808719−000205,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CDBE,E7F82FC8513BE02469B6AE0000000000cd,E7017261646975736E6574776F726B7307
401,1647161,SHERATON HOTEL FISHERMAN WHARF,2500 MASON ST,3RD FLOOR MIDDLE,SAN FRANCISCO,CA,941331499,206,1647161−000206,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CEBE,E7F82FC8513BE02469B6AE0000000000ce,E7017261646975736E6574776F726B7307
403,3929775,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 604 FACILITIES,SANTA CLARA,CA,950530001,207,3929775−000207,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CFBE,E7F82FC8513BE02469B6AE0000000000cf,E7017261646975736E6574776F726B7307
401,2116167,HIGHLAND GARDEN APTS FS COI,234  ESCUELA AVE,COI OUTSIDE BY POOL,MOUNTAIN VIEW,CA,940401877,208,2116167−000208,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D0BE,E7F82FC8513BE02469B6AE0000000000d0,E7017261646975736E6574776F726B7307
401,7107335,UNIV OF SAN FRANCISCO,2130 FULTON ST,GILSON HALL CSD,SAN FRANCISCO,CA,941171080,209,7107335−000209,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D1BE,E7F82FC8513BE02469B6AE0000000000d1,E7017261646975736E6574776F726B7307
401,3799953,GRANADA INN,2515 EL CAMINO REAL,I/S FRNT 20Z,SANTA CLARA,CA,950513094,210,3799953−000210,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D2BE,E7F82FC8513BE02469B6AE0000000000d2,E7017261646975736E6574776F726B7307
401,1718268,UNIV OF SAN FRANCISCO,3120 FULTON ST,XAVIER,SAN FRANCISCO,CA,941183813,211,1718268−000211,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D3BE,E7F82FC8513BE02469B6AE0000000000d3,E7017261646975736E6574776F726B7307
410,1986293,LA QUINTA INN AND SUITES,6275 DUBLIN BLVD,I/S SECOND FL MULTI,DUBLIN,CA,945687573,212,1986293−000212,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D4BE,E7F82FC8513BE02469B6AE0000000000d4,E7017261646975736E6574776F726B7307
401,3785864,GRANADA INN,2515 EL CAMINO REAL,I/S LOBBY ENTRANCE,SANTA CLARA,CA,950513094,213,3785864−000213,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D5BE,E7F82FC8513BE02469B6AE0000000000d5,E7017261646975736E6574776F726B7307
401,6158428,WESTFIELD SF CENTRE FS DOI,865  MARKET ST,DOI LOADING DOCK,SAN FRANCISCO,CA,941031900,214,6158428−000214,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D6BE,E7F82FC8513BE02469B6AE0000000000d6,E7017261646975736E6574776F726B7307
402,6244757,GOLDEN STATE BAPTIST COLLEGE,3530 DE LA CRUZ BLVD,FS BTLS OUTSIDE GYM,SANTA CLARA,CA,950542111,215,6244757−000215,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D7BE,E7F82FC8513BE02469B6AE0000000000d7,E7017261646975736E6574776F726B7307
402,3526302,VG ARCHSTONE SAN BRUNO,1099 ADMIRAL CT,I/S HLLWY NXT TO CA,SAN BRUNO,CA,940662431,216,3526302−000216,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D8BE,E7F82FC8513BE02469B6AE0000000000d8,E7017261646975736E6574776F726B7307
